SLU Score,Opponent Score,Set,Opponent,Year
23,20,1,Skidmore,2015
23,21,1,Skidmore,2015
24,21,1,Skidmore,2015
24,22,1,Skidmore,2015
25,22,1,Skidmore,2015
0,1,2,Skidmore,2015
0,2,2,Skidmore,2015
0,3,2,Skidmore,2015
0,4,2,Skidmore,2015
0,5,2,Skidmore,2015
1,5,2,Skidmore,2015
2,5,2,Skidmore,2015
3,5,2,Skidmore,2015
3,6,2,Skidmore,2015
4,6,2,Skidmore,2015
5,6,2,Skidmore,2015
5,7,2,Skidmore,2015
6,7,2,Skidmore,2015
6,8,2,Skidmore,2015
6,9,2,Skidmore,2015
7,9,2,Skidmore,2015
8,9,2,Skidmore,2015
9,9,2,Skidmore,2015
10,9,2,Skidmore,2015
10,10,2,Skidmore,2015
11,10,2,Skidmore,2015
12,10,2,Skidmore,2015
13,10,2,Skidmore,2015
13,11,2,Skidmore,2015
14,11,2,Skidmore,2015
15,11,2,Skidmore,2015
15,12,2,Skidmore,2015
16,12,2,Skidmore,2015
17,12,2,Skidmore,2015
18,12,2,Skidmore,2015
19,12,2,Skidmore,2015
20,12,2,Skidmore,2015
20,13,2,Skidmore,2015
21,13,2,Skidmore,2015
22,13,2,Skidmore,2015
23,13,2,Skidmore,2015
24,13,2,Skidmore,2015
24,14,2,Skidmore,2015
25,14,2,Skidmore,2015
1,0,3,Skidmore,2015
2,0,3,Skidmore,2015
3,0,3,Skidmore,2015
3,1,3,Skidmore,2015
4,1,3,Skidmore,2015
4,2,3,Skidmore,2015
4,3,3,Skidmore,2015
4,4,3,Skidmore,2015
5,4,3,Skidmore,2015
5,5,3,Skidmore,2015
6,5,3,Skidmore,2015
6,6,3,Skidmore,2015
7,6,3,Skidmore,2015
8,6,3,Skidmore,2015
9,6,3,Skidmore,2015
9,7,3,Skidmore,2015
9,8,3,Skidmore,2015
10,8,3,Skidmore,2015
10,9,3,Skidmore,2015
11,9,3,Skidmore,2015
12,9,3,Skidmore,2015
13,9,3,Skidmore,2015
13,10,3,Skidmore,2015
14,10,3,Skidmore,2015
14,11,3,Skidmore,2015
15,11,3,Skidmore,2015
15,12,3,Skidmore,2015
15,13,3,Skidmore,2015
15,14,3,Skidmore,2015
15,15,3,Skidmore,2015
15,16,3,Skidmore,2015
15,17,3,Skidmore,2015
16,17,3,Skidmore,2015
17,17,3,Skidmore,2015
17,18,3,Skidmore,2015
18,18,3,Skidmore,2015
18,19,3,Skidmore,2015
18,20,3,Skidmore,2015
18,21,3,Skidmore,2015
18,22,3,Skidmore,2015
18,23,3,Skidmore,2015
19,23,3,Skidmore,2015
20,23,3,Skidmore,2015
21,23,3,Skidmore,2015
22,23,3,Skidmore,2015
22,24,3,Skidmore,2015
22,25,3,Skidmore,2015
1,0,4,Skidmore,2015
2,0,4,Skidmore,2015
3,0,4,Skidmore,2015
4,0,4,Skidmore,2015
5,0,4,Skidmore,2015
5,1,4,Skidmore,2015
5,2,4,Skidmore,2015
5,3,4,Skidmore,2015
6,3,4,Skidmore,2015
7,3,4,Skidmore,2015
7,4,4,Skidmore,2015
8,4,4,Skidmore,2015
9,4,4,Skidmore,2015
9,5,4,Skidmore,2015
9,6,4,Skidmore,2015
9,7,4,Skidmore,2015
10,7,4,Skidmore,2015
11,7,4,Skidmore,2015
12,7,4,Skidmore,2015
13,7,4,Skidmore,2015
13,8,4,Skidmore,2015
13,9,4,Skidmore,2015
13,10,4,Skidmore,2015
14,10,4,Skidmore,2015
15,10,4,Skidmore,2015
15,11,4,Skidmore,2015
16,11,4,Skidmore,2015
17,11,4,Skidmore,2015
17,12,4,Skidmore,2015
18,12,4,Skidmore,2015
19,12,4,Skidmore,2015
20,12,4,Skidmore,2015
21,12,4,Skidmore,2015
22,12,4,Skidmore,2015
23,12,4,Skidmore,2015
23,13,4,Skidmore,2015
24,13,4,Skidmore,2015
24,14,4,Skidmore,2015
25,14,4,Skidmore,2015
1,0,1,Canton,2015
1,1,1,Canton,2015
2,1,1,Canton,2015
2,3,1,Canton,2015
3,3,1,Canton,2015
4,3,1,Canton,2015
5,3,1,Canton,2015
6,3,1,Canton,2015
6,4,1,Canton,2015
4,8,1,Canton,2015
4,9,1,Canton,2015
4,10,1,Canton,2015
5,10,1,Canton,2015
6,10,1,Canton,2015
8,12,1,Canton,2015
9,14,1,Canton,2015
10,14,1,Canton,2015
11,14,1,Canton,2015
12,14,1,Canton,2015
13,14,1,Canton,2015
14,14,1,Canton,2015
14,15,1,Canton,2015
14,16,1,Canton,2015
14,17,1,Canton,2015
15,17,1,Canton,2015
16,17,1,Canton,2015
17,17,1,Canton,2015
18,17,1,Canton,2015
18,18,1,Canton,2015
19,18,1,Canton,2015
19,19,1,Canton,2015
20,19,1,Canton,2015
21,19,1,Canton,2015
21,20,1,Canton,2015
22,20,1,Canton,2015
23,20,1,Canton,2015
24,20,1,Canton,2015
24,21,1,Canton,2015
24,22,1,Canton,2015
25,22,1,Canton,2015
1,0,2,Canton,2015
2,0,2,Canton,2015
3,0,2,Canton,2015
4,0,2,Canton,2015
5,0,2,Canton,2015
5,1,2,Canton,2015
5,2,2,Canton,2015
5,3,2,Canton,2015
5,4,2,Canton,2015
6,4,2,Canton,2015
7,4,2,Canton,2015
7,5,2,Canton,2015
8,5,2,Canton,2015
9,5,2,Canton,2015
9,6,2,Canton,2015
9,8,2,Canton,2015
10,8,2,Canton,2015
10,9,2,Canton,2015
10,10,2,Canton,2015
10,11,2,Canton,2015
10,12,2,Canton,2015
11,12,2,Canton,2015
11,13,2,Canton,2015
11,14,2,Canton,2015
12,14,2,Canton,2015
12,15,2,Canton,2015
13,15,2,Canton,2015
13,17,2,Canton,2015
15,17,2,Canton,2015
16,17,2,Canton,2015
16,18,2,Canton,2015
16,19,2,Canton,2015
17,19,2,Canton,2015
18,19,2,Canton,2015
18,20,2,Canton,2015
19,20,2,Canton,2015
19,21,2,Canton,2015
19,22,2,Canton,2015
20,22,2,Canton,2015
20,23,2,Canton,2015
20,24,2,Canton,2015
21,24,2,Canton,2015
21,25,2,Canton,2015
0,1,3,Canton,2015
1,1,3,Canton,2015
2,1,3,Canton,2015
3,1,3,Canton,2015
3,2,3,Canton,2015
3,3,3,Canton,2015
4,3,3,Canton,2015
4,4,3,Canton,2015
4,5,3,Canton,2015
4,6,3,Canton,2015
5,6,3,Canton,2015
6,6,3,Canton,2015
6,7,3,Canton,2015
6,8,3,Canton,2015
7,8,3,Canton,2015
7,9,3,Canton,2015
8,9,3,Canton,2015
9,9,3,Canton,2015
9,10,3,Canton,2015
9,11,3,Canton,2015
10,11,3,Canton,2015
11,11,3,Canton,2015
11,12,3,Canton,2015
11,13,3,Canton,2015
13,16,3,Canton,2015
13,17,3,Canton,2015
13,18,3,Canton,2015
15,17,3,Canton,2015
16,17,3,Canton,2015
16,18,3,Canton,2015
17,18,3,Canton,2015
18,18,3,Canton,2015
18,19,3,Canton,2015
19,19,3,Canton,2015
19,20,3,Canton,2015
20,20,3,Canton,2015
21,20,3,Canton,2015
22,21,3,Canton,2015
22,22,3,Canton,2015
22,23,3,Canton,2015
22,24,3,Canton,2015
23,24,3,Canton,2015
24,24,3,Canton,2015
25,24,3,Canton,2015
25,25,3,Canton,2015
26,25,3,Canton,2015
26,26,3,Canton,2015
27,26,3,Canton,2015
28,26,3,Canton,2015
1,0,4,Canton,2015
2,0,4,Canton,2015
2,1,4,Canton,2015
3,1,4,Canton,2015
4,1,4,Canton,2015
5,1,4,Canton,2015
5,2,4,Canton,2015
5,3,4,Canton,2015
6,3,4,Canton,2015
7,3,4,Canton,2015
8,3,4,Canton,2015
9,3,4,Canton,2015
9,4,4,Canton,2015
10,4,4,Canton,2015
10,6,4,Canton,2015
11,6,4,Canton,2015
11,7,4,Canton,2015
11,8,4,Canton,2015
12,8,4,Canton,2015
12,9,4,Canton,2015
13,9,4,Canton,2015
13,10,4,Canton,2015
13,12,4,Canton,2015
13,13,4,Canton,2015
13,14,4,Canton,2015
13,15,4,Canton,2015
13,15,4,Canton,2015
14,15,4,Canton,2015
14,16,4,Canton,2015
15,16,4,Canton,2015
16,16,4,Canton,2015
16,17,4,Canton,2015
16,18,4,Canton,2015
17,18,4,Canton,2015
17,19,4,Canton,2015
18,19,4,Canton,2015
18,20,4,Canton,2015
18,21,4,Canton,2015
19,21,4,Canton,2015
20,21,4,Canton,2015
21,21,4,Canton,2015
22,21,4,Canton,2015
21,23,4,Canton,2015
22,23,4,Canton,2015
21,25,4,Canton,2015
0,1,5,Canton,2015
1,1,5,Canton,2015
2,1,5,Canton,2015
2,2,5,Canton,2015
2,3,5,Canton,2015
2,4,5,Canton,2015
2,5,5,Canton,2015
3,5,5,Canton,2015
3,6,5,Canton,2015
3,7,5,Canton,2015
3,8,5,Canton,2015
4,8,5,Canton,2015
5,8,5,Canton,2015
5,9,5,Canton,2015
5,10,5,Canton,2015
5,11,5,Canton,2015
6,11,5,Canton,2015
6,12,5,Canton,2015
6,13,5,Canton,2015
7,13,5,Canton,2015
7,14,5,Canton,2015
